Date,Latitude,Longitude,count_1,count_2,count_3
29/07/2010,43.0758,6.3840,"24,346.69","13,851.57","7,097.91"
29/07/2010,43.0032,6.3696,"247,853.67","141,011.45","72,257.99"
30/07/2010,43.0630,5.8787,0.00,0.00,0.00
31/07/2010,43.3181,5.1862,0.00,0.00,0.00
31/07/2010,43.3203,5.1988,0.00,0.00,0.00
31/07/2010,43.3241,5.1659,"6,965.44","3,962.85","2,030.67"
1/8/2010,43.3003,5.2460,0.00,0.00,0.00
1/8/2010,43.2609,4.9354,"6,450.00","3,669.60","1,880.40"
1/8/2010,43.0098,4.3971,"5,077.60","2,888.80","1,480.30"
1/8/2010,42.8136,3.9276,"6,046.12","3,439.82","1,762.65"
2/8/2010,42.5295,3.1341,"6,139.67","3,493.04","1,789.93"
2/8/2010,42.4627,3.3037,"10,883.01","6,191.68","3,172.78"
2/8/2010,42.3302,3.4784,"22,326.06","12,701.97","6,508.83"
2/8/2010,42.2513,3.6462,"68,493.52","38,968.03","19,968.25"
7/8/2010,42.2428,8.5225,"6,506.05","3,701.49","1,896.74"
7/8/2010,42.3235,8.5842,"20,425.00","11,620.40","5,954.60"
7/8/2010,43.5743,7.3930,"27,412.50","15,595.80","7,991.70"
3/1/2011,-60.3388,-60.5325,"36,850.15","3,122.89",0.00
17/01/2011,-63.8753,-56.0937,"12,847.79","26,766.22","3,211.95"
22/01/2011,-63.3871,-56.8010,0.00,"9,389.37",0.00
27/01/2011,-57.7642,-67.0034,0.00,955.79,0.00
21/02/2011,-39.6298,-76.9828,750.64,0.00,0.00
25/02/2011,-34.1697,-73.0895,0.00,406.98,0.00
26/02/2011,-33.6899,-72.0005,0.00,"1,247.51",311.88
7/5/2012,14.5557,160.7487,,,
7/5/2012,14.5557,160.7487,,,
8/5/2012,15.7948,159.2038,,,
8/5/2012,15.7948,159.2038,,,
9/5/2012,17.4933,157.5350,,,
10/5/2012,19.3057,156.2200,,,
12/5/2012,22.0512,155.4182,,,
13/05/2012,23.9013,155.2417,,,
13/05/2012,23.9013,155.2417,,,
14/05/2012,25.1033,154.1482,,,
15/05/2012,26.3580,152.2792,,,
15/05/2012,26.7132,151.7820,,,
16/05/2012,27.7877,150.3495,,,
16/05/2012,27.8875,150.1943,,,
16/05/2012,27.8875,150.1943,,,
17/05/2012,30.0408,147.5900,,,
19/05/2012,32.8888,143.7253,,,
19/05/2012,32.9825,143.4250,,,
19/05/2012,32.9825,143.4250,,,
15/06/2012,32.1600,152.4600,,,
15/06/2012,32.0400,153.1900,,,
15/06/2012,32.0067,153.3833,,,
15/06/2012,32.0400,153.2100,,,
16/06/2012,31.0800,155.3300,,,
16/06/2012,30.5800,156.1100,,,
16/06/2012,31.0500,155.4600,,,
17/06/2012,30.4100,157.5100,,,
17/06/2012,30.4016,158.0191,,,
17/06/2012,30.3900,158.0400,,,
17/06/2012,30.2000,158.4217,,,
18/06/2012,30.1200,158.5500,,,
18/06/2012,30.0962,160.0116,,,
18/06/2012,30.1400,160.5300,,,
18/06/2012,30.1200,160.3900,,,
18/06/2012,30.1916,161.3383,,,
18/06/2012,30.1152,160.3090,,,
19/06/2012,30.2556,163.0435,,,
19/06/2012,30.2800,163.5900,,,
19/06/2012,30.2949,164.2165,,,
20/06/2012,30.3045,166.0915,,,
20/06/2012,30.3397,166.2189,,,
20/06/2012,30.3300,166.2000,,,
20/06/2012,30.4200,166.4600,,,
21/06/2012,29.5845,168.2213,,,
21/06/2012,29.5261,168.3514,,,
22/06/2012,29.1000,170.0300,,,
23/06/2012,28.5500,173.1000,,,
23/06/2012,29.0100,172.4900,,,
23/06/2012,29.1514,172.2652,,,
23/06/2012,29.1100,170.3100,,,
24/06/2012,28.3400,175.1100,,,
24/06/2012,28.2373,175.2428,,,
25/06/2012,29.5100,179.4500,,,
25/06/2012,30.0095,-178.5613,,,
26/06/2012,30.0400,-178.4100,,,
26/06/2012,30.2152,-176.4467,,,
26/06/2012,30.2500,-176.2800,,,
26/06/2012,30.2856,-176.1427,,,
26/06/2012,30.3412,-175.5211,,,
27/06/2012,31.1021,-174.1443,,,
27/06/2012,31.1517,-174.0432,,,
27/06/2012,31.2573,-173.4690,,,
27/06/2012,31.3837,-173.2722,,,
28/06/2012,30.3000,-173.0400,,,
28/06/2012,30.5460,-172.3667,,,
28/06/2012,31.0304,-172.2703,,,
21/05/2009,30.8333,-146.9000,,,
22/05/2009,33.5410,-144.9160,,,
23/05/2009,36.2500,-142.9333,,,
25/05/2009,36.4500,-137.1667,,,
19/07/2009,25.6667,-158.0333,,,
20/07/2009,28.3667,-157.3500,,,
22/07/2009,33.6500,-155.1667,,,
23/07/2009,34.9333,-151.1167,,,
24/07/2009,36.1167,-147.0333,,,
25/07/2009,37.4833,-142.1000,,,
26/07/2009,37.8500,-138.0000,,,
23/07/2009,27.5667,-154.2000,,,
25/07/2009,29.7333,-150.6167,,,
26/07/2009,31.0667,-148.8000,,,
27/07/2009,32.5667,-147.4167,,,
28/07/2009,34.4333,-145.8167,,,
29/07/2009,36.5000,-144.9000,,,
30/07/2009,37.9667,-143.4833,,,
30/07/2009,27.5667,-157.3833,,,
21/07/2009,30.9500,-157.3500,,,
22/07/2009,33.4000,-156.9333,,,
23/07/2009,34.5000,-153.2500,,,
24/07/2009,35.4167,-149.8833,,,
25/07/2009,36.0000,-146.3333,,,
26/07/2009,36.5000,-142.0833,,,
27/07/2009,37.1667,-138.9167,,,
28/07/2009,37.1500,-138.9000,,,
9/8/2009,36.2700,-148.5395,,,
12/8/2009,35.6247,-139.8972,,,
13/08/2009,35.4010,-136.7717,,,
19/08/2009,22.4217,-159.5167,,,
20/08/2009,24.6667,-159.4667,,,
21/08/2009,27.4852,-158.3032,,,
23/08/2009,32.3460,-157.5991,,,
24/08/2009,33.9533,-155.8267,,,
25/08/2009,35.8667,-152.5333,,,
27/08/2009,37.0717,-148.6533,,,
28/08/2009,36.1333,-142.1500,,,
29/08/2009,35.5483,-139.4417,,,
30/08/2009,34.8083,-136.8200,,,
31/08/2009,34.5883,-133.7417,,,
1/9/2009,34.7433,-131.5350,,,
2/9/2009,34.6683,-129.1617,,,
2/8/2010,31.6442,-158.0152,,,
3/8/2010,33.1199,-158.1481,,,
3/8/2010,33.6833,-158.0500,,,
3/8/2010,34.0500,-157.9833,,,
4/8/2010,35.5667,-157.5833,,,
1/8/2010,35.4167,-157.4000,,,
5/8/2010,34.4279,-155.8867,,,
5/8/2010,33.8850,-155.5300,,,
6/8/2010,33.2667,-154.5000,,,
6/8/2010,33.3667,-154.2500,,,
7/8/2010,32.3608,-152.7967,,,
8/8/2010,32.3193,-151.3663,,,
9/8/2010,33.8843,-148.6780,,,
10/8/2010,34.9017,-147.2349,,,
11/8/2010,35.7317,-146.0215,,,
13/08/2010,35.5930,-141.4937,,,
1/8/2010,35.1167,-153.1667,,,
4/8/2010,37.2667,-151.9000,,,
5/8/2010,36.9833,-150.8167,,,
6/8/2010,36.9000,-149.3000,,,
8/8/2010,37.1667,-146.0833,,,
4/8/2010,34.2300,-162.1567,,,
8/8/2010,40.1867,-162.3583,,,
7/8/2010,41.8767,-161.3617,,,
10/8/2010,44.1433,-158.7833,,,
27/07/2010,27.2333,-156.2833,,,
28/07/2010,29.0500,-155.3667,,,
29/07/2010,30.8000,-153.1500,,,
30/07/2010,32.7000,-151.0167,,,
2/8/2010,37.7667,-144.6333,,,
3/8/2010,38.2167,-142.4833,,,
7/8/2010,33.3667,-154.7333,,,
7/8/2010,33.5167,-154.8833,,,
8/8/2010,35.2167,-153.2667,,,
8/8/2010,35.2167,-153.2667,,,
9/8/2010,36.1000,-151.7833,,,
9/8/2010,32.3333,-155.9333,,,
6/8/2010,31.6000,-157.4333,,,
9/8/2010,36.2167,-151.5000,,,
10/8/2010,37.1833,-148.6000,,,
29/07/2010,23.2500,-157.9833,,,
31/07/2010,27.1167,-157.0833,,,
8/1/2010,29.6500,-156.0833,,,
1/8/2010,29.6500,-156.0833,,,
3/8/2010,33.9000,-155.0833,,,
3/8/2010,33.9000,-155.0833,,,
4/8/2010,35.4500,-154.5167,,,
6/8/2010,37.7333,-150.9500,,,
9/8/2010,41.4333,-145.0333,,,
10/8/2010,41.9833,-143.2167,,,
27/07/2010,26.3833,-156.9333,,,
28/07/2010,27.8833,-155.5167,,,
29/07/2010,29.5500,-153.5667,,,
30/07/2010,31.1167,-151.3333,,,
31/07/2010,32.7000,-149.7333,,,
2/8/2010,36.2500,-146.9333,,,
3/8/2010,37.6333,-146.0167,,,
4/8/2010,37.8667,-143.3333,,,
5/8/2010,38.0833,-141.0167,,,
6/8/2010,38.1667,-137.6833,,,
7/8/2010,38.3167,-134.7667,,,
8/8/2010,38.1500,-132.2000,,,
27/07/2010,23.2500,-156.8833,,,
28/07/2010,24.5333,-155.1833,,,
29/07/2010,26.1167,-153.3167,,,
30/07/2010,27.8333,-151.3333,,,
31/07/2010,29.9667,-149.9500,,,
1/8/2010,32.2667,-148.8500,,,
8/8/2010,34.7167,-147.7333,,,
3/8/2010,36.4000,-146.3667,,,
4/8/2010,36.7167,-143.9167,,,
5/8/2010,36.7500,-141.3000,,,
6/8/2010,36.9000,-138.7667,,,
7/8/2010,37.3167,-135.8333,,,
2/8/2010,36.5500,-148.9833,,,
3/8/2010,36.6333,-146.6167,,,
24/07/2011,24.5333,-157.9667,,,
25/07/2011,28.7167,-156.6833,,,
26/07/2011,31.5667,-153.5833,,,
27/07/2011,34.5833,-151.5167,,,
28/07/2011,37.2500,-148.8833,,,
29/07/2011,39.3333,-147.3167,,,
30/07/2011,39.2167,-142.8500,,,
31/07/2011,38.8025,-138.6878,,,
1/8/2011,38.8500,-134.1000,,,
2/8/2011,38.5833,-130.1333,,,
3/8/2011,39.1000,-125.3167,,,
27/07/2011,28.2650,-157.4175,,,
29/07/2011,33.9758,-156.0402,,,
30/07/2011,36.5049,-155.2740,,,
31/07/2011,37.4767,-156.6750,,,
1/8/2011,37.5417,-152.4833,,,
1/8/2011,37.5277,-152.2349,,,
3/8/2011,37.2667,-145.2667,,,
7/8/2011,31.1333,-159.5167,,,
8/8/2011,34.1833,-159.1667,,,
9/8/2011,36.1833,-158.2167,,,
29/07/2011,29.8167,-156.9667,,,
29/07/2011,30.9333,-156.5667,,,
30/07/2011,32.9000,-155.6667,,,
26/07/2011,32.3833,-154.6500,,,
27/07/2011,33.9833,-151.3333,,,
28/07/2011,35.9833,-148.8167,,,
29/07/2011,37.3833,-146.0333,,,
30/07/2011,37.1000,-142.0333,,,
28/07/2011,26.0945,-157.3422,,,
5/8/2011,36.3092,-150.9315,,,
6/8/2011,35.7750,-149.3100,,,
28/07/2011,32.9500,-159.5500,,,
29/07/2011,38.9667,-161.7833,,,
30/07/2011,40.1167,-162.9500,,,
31/07/2011,43.0667,-160.2667,,,
2/8/2011,46.6500,-151.7167,,,
30/07/2011,38.0762,-152.3518,,,
29/07/2011,35.7733,-153.6367,,,
31/07/2011,37.8873,-149.5742,,,
2/8/2011,38.0007,-141.9933,,,
3/8/2011,38.1875,-138.8018,,,
5/8/2011,36.6393,-128.1462,,,
6/8/2011,35.7667,-124.5000,,,
24/07/2011,24.3667,-156.1667,,,
25/07/2011,27.4833,-154.3000,,,
27/07/2011,32.4000,-150.9667,,,
29/07/2011,36.5500,-146.5000,,,
30/07/2011,36.1000,-142.9000,,,
31/07/2011,35.7000,-139.9500,,,
1/8/2011,36.0000,-136.1000,,,
30/07/2011,22.1333,-158.0833,,,
30/07/2011,22.8333,-158.6667,,,
31/07/2011,24.2500,-156.7833,,,
1/8/2011,25.5333,-155.5000,,,
2/8/2011,26.6333,-154.1667,,,
3/8/2011,30.5000,-150.4667,,,
4/8/2011,31.4000,-148.1167,,,
6/8/2011,35.1833,-147.7000,,,
8/8/2011,33.4167,-144.7667,,,
8/9/2011,33.7167,-139.4500,,,
10/8/2011,33.1667,-136.4333,,,
13/08/2011,31.5667,-132.3000,,,
14/08/2011,31.5167,-127.8667,,,
16/08/2011,34.1667,-119.8000,,,
21/08/2012,31.2552,-158.1222,,,
22/08/2012,31.6334,-156.0684,,,
23/08/2012,33.0571,-153.8981,,,
23/08/2012,32.9783,-154.1450,,,
18/08/2012,29.0717,-155.0567,,,
18/08/2012,30.0250,-155.0300,,,
19/08/2012,30.9867,-154.7700,,,
19/08/2012,30.9850,-154.2350,,,
20/08/2012,30.7750,-152.9033,,,
20/08/2012,30.6700,-152.4833,,,
21/08/2012,30.6667,-150.8850,,,
21/08/2012,30.9017,-150.4400,,,
22/08/2012,31.4900,-149.2467,,,
22/08/2012,31.9917,-148.9783,,,
23/08/2012,32.8967,-148.0717,,,
23/08/2012,33.2733,-147.6100,,,
24/08/2012,34.3983,-146.6683,,,
24/08/2012,34.7650,-146.3617,,,
25/08/2012,35.2250,-144.7883,,,
25/08/2012,35.3033,-144.2033,,,
26/08/2012,35.6000,-142.1350,,,
26/08/2012,35.4817,-141.5217,,,
27/08/2012,35.4183,-139.3850,,,
27/08/2012,35.4600,-138.7833,,,
8/8/2012,30.2500,-156.6000,,,
8/8/2012,30.5063,-156.3167,,,
9/8/2012,32.0333,-154.3833,,,
10/8/2012,33.0500,-151.5667,,,
11/8/2012,34.2513,-149.0040,,,
12/8/2012,35.6333,-146.8333,,,
13/08/2012,36.7833,-144.8167,,,
14/08/2012,38.5667,-142.1833,,,
2/8/2012,21.9037,-157.7995,,,
6/8/2012,24.9106,-157.4276,,,
6/8/2012,24.0219,-157.6883,,,
7/8/2012,27.7333,-157.1167,,,
7/8/2012,26.8867,-157.1617,,,
8/8/2012,30.4000,-157.0833,,,
9/8/2012,29.6667,-157.1333,,,
9/8/2012,32.5083,-156.4917,,,
9/8/2012,31.8833,-156.7667,,,
10/8/2012,33.7975,-155.5469,,,
10/8/2012,34.3120,-155.3343,,,
11/8/2012,35.6339,-154.1437,,,
12/8/2012,36.1852,-153.2645,,,
12/8/2012,37.6891,-150.3047,,,
12/8/2012,37.1840,-151.1729,,,
13/08/2012,39.7213,-147.5733,,,
13/08/2012,39.1560,-148.2517,,,
14/08/2012,41.2205,-146.6097,,,
15/08/2012,41.6703,-146.3295,,,
27/05/2013,5.6200,83.0030,,,
27/05/2013,5.6610,83.3180,,,
28/05/2013,5.8980,85.0370,,,
29/05/2013,6.1880,87.2700,,,
29/05/2013,6.1700,87.0140,,,
28/05/2013,5.9500,85.5330,,,
28/05/2013,5.9220,85.2580,,,
30/05/2013,6.4480,89.0910,,,
29/05/2013,6.1980,87.3650,,,
1/6/2013,6.4900,92.0540,,,
31/05/2013,6.6130,90.7680,,,
31/05/2013,6.6300,90.5960,,,
1/6/2013,6.5060,92.3510,,,
1/6/2013,6.4970,92.2750,,,
2/6/2013,6.6580,93.9640,,,
2/6/2013,6.6280,93.8570,,,
20/11/2012,-32.8627,-72.7220,,,
20/11/2012,-32.8038,-73.7013,,,
21/11/2012,-32.4972,-77.4481,,,
21/11/2012,-32.3752,-78.5765,,,
21/11/2012,-32.2974,-79.2926,,,
22/11/2012,-31.9064,-82.8880,,,
22/11/2012,-31.7669,-84.1668,,,
22/11/2012,-31.6404,-85.3259,,,
23/11/2012,-31.1997,-88.6466,,,
23/11/2012,-31.0447,-89.5242,,,
23/11/2012,-30.8015,-90.8980,,,
24/11/2012,-30.0226,-94.4413,,,
24/11/2012,-29.7475,-95.5771,,,
24/11/2012,-29.4875,-96.5755,,,
25/11/2012,-28.5743,-99.8404,,,
25/11/2012,-28.1803,-101.0936,,,
25/11/2012,-27.8516,-102.1355,,,
29/11/2012,-26.4840,-105.4256,,,
29/11/2012,-26.6293,-106.5247,,,
4/12/2012,-27.4284,-108.8627,,,
4/12/2012,-27.6904,-107.9983,,,
5/12/2012,-28.7147,-104.5978,,,
5/12/2012,-29.0015,-103.5481,,,
5/12/2012,-29.1871,-102.8011,,,
6/12/2012,-30.0421,-99.3412,,,
6/12/2012,-30.3117,-98.1671,,,
6/12/2012,-30.4833,-97.2965,,,
7/12/2012,-31.0871,-94.2208,,,
7/12/2012,-31.3323,-92.9653,,,
7/12/2012,-31.4549,-92.1651,,,
8/12/2012,-32.0000,-88.4874,,,
8/12/2012,-32.1755,-87.2985,,,
8/12/2012,-32.2768,-86.3968,,,
9/12/2012,-32.6918,-82.3284,,,
9/12/2012,-32.8067,-81.1763,,,
9/12/2012,-32.8447,-80.2808,,,
10/12/2012,-32.9806,-77.0656,,,
10/12/2012,-33.0350,-75.7826,,,
11/12/2012,-33.0137,-72.0418,,,
14/06/2013,36.0533,-33.9307,"10,629.07","11,337.67","6,731.74"
15/06/2013,35.2107,-33.9168,708.60,"3,897.33",354.30
16/06/2013,34.4452,-34.4855,"16,297.91","34,013.02","11,691.98"
17/06/2013,33.7943,-35.1402,"3,543.02","70,860.46","5,314.53"
17/06/2013,33.4238,-35.0883,0.00,"29,407.09","3,897.33"
18/06/2013,32.6252,-36.4067,"9,920.46","12,400.58","1,062.91"
18/06/2013,31.8113,-36.8788,"9,566.16","3,897.33","4,960.23"
19/06/2013,30.9254,-37.0622,"1,771.51","17,360.81","4,251.63"
19/06/2013,30.0679,-37.1043,"6,377.44","6,377.44","2,480.12"
20/06/2013,29.1440,-37.2309,"2,834.42","20,549.53","4,960.23"
21/06/2013,28.3091,-37.4031,"6,023.14","6,023.14","2,834.42"
21/06/2013,27.4098,-37.3969,354.30,"9,920.46","2,834.42"
22/06/2013,26.5065,-37.3597,0.00,"8,503.26",708.60
23/06/2013,25.5796,-37.2534,"1,062.91","6,377.44","2,125.81"
24/06/2013,26.3333,-37.7217,"4,605.93","23,738.25","6,023.14"
24/06/2013,27.1974,-38.1324,"72,986.27","89,638.48","8,857.55"
25/06/2013,28.1603,-38.5180,"41,807.67","38,973.25","13,817.79"
26/06/2013,28.9639,-38.8362,"26,926.97","48,185.11","3,188.70"
26/06/2013,29.8048,-39.3083,"75,112.09","64,128.72","10,274.77"
27/06/2013,30.6054,-39.6499,"6,731.74","9,566.16","2,125.81"
27/06/2013,31.3922,-40.0811,"51,728.14","30,824.30","8,857.55"
28/06/2013,32.1936,-40.6542,"43,224.88","22,675.35","5,314.53"
28/06/2013,33.0022,-41.2924,"99,204.64","110,188.01","35,075.92"
29/06/2013,32.1950,-41.6066,"60,585.69","64,837.32","13,817.78"
30/06/2013,31.3751,-41.7579,"40,744.76","48,893.72","4,605.92"
30/06/2013,30.5189,-42.0936,"50,310.92","15,589.30","50,310.92"
1/7/2013,29.6950,-42.4807,"18,423.72","20,903.84",22.67
1/7/2013,28.8490,-42.5947,"12,046.27","15,234.99","4,605.92"
2/7/2013,28.0164,-42.8324,"20,903.84","37,910.35","6,023.14"
3/7/2013,27.1221,-42.9629,"8,857.55","17,715.11","7,440.35"
3/7/2013,26.2599,-43.1399,"14,172.09","43,224.88","5,314.53"
4/7/2013,26.8508,-43.7730,"2,125.81","17,006.51","2,480.11"
4/7/2013,27.5769,-44.3386,"71,569.06","50,310.92","28,344.18"
5/7/2013,28.3300,-44.9782,"92,118.59","424,454.15","36,493.13"
6/7/2013,29.0401,-45.4840,"91,055.69","59,168.48","10,983.37"
6/7/2013,29.7322,-46.0428,"46,059.29","18,778.02","4,605.92"
7/7/2013,30.5454,-46.6554,"36,847.44","98,850.34","19,132.32"
7/7/2013,31.2709,-47.1780,"169,710.80","74,049.18","18,778.02"
8/7/2013,32.0609,-47.6879,"32,595.81","38,973.25","7,440.34"
9/7/2013,33.1602,-48.2675,,,
10/6/2011,-39.3127,163.5895,0.00,0.00,653.60
10/6/2011,-39.3162,163.5735,0.00,691.85,0.00
10/6/2011,-39.3195,163.5565,0.00,0.00,566.87
11/6/2011,-39.9554,160.4171,0.00,950.50,0.00
11/6/2011,-40.0490,160.0994,0.00,"2,198.21",0.00
11/6/2011,-40.0599,160.1041,0.00,811.49,405.75
12/6/2011,-40.6377,155.8846,0.00,"1,424.67",0.00
12/6/2011,-40.6433,155.8671,0.00,"3,254.64",0.00
12/6/2011,-40.6229,155.9181,0.00,0.00,0.00
13/06/2011,-41.1361,152.2775,0.00,786.09,0.00
13/06/2011,-41.1398,152.2646,0.00,0.00,0.00
13/06/2011,-41.1421,152.2508,905.08,905.08,0.00
12/8/2011,-43.5753,145.7961,0.00,"22,973.76","9,189.51"
12/8/2011,-43.5700,145.7886,0.00,"17,075.02","12,521.68"
12/8/2011,-43.5637,145.7829,0.00,"6,804.03","2,268.01"
13/08/2011,-41.9208,144.5409,0.00,"21,546.09","2,693.26"
13/08/2011,-41.9183,144.5390,0.00,"3,039.49","3,039.49"
13/08/2011,-41.9157,144.5373,0.00,0.00,0.00
14/08/2011,-39.0405,142.4134,0.00,"1,776.62","1,776.62"
14/08/2011,-39.0374,142.4005,0.00,"1,605.87","1,605.87"
14/08/2011,-39.0338,142.3859,0.00,"1,238.32","1,238.32"
15/08/2011,-37.8855,139.8236,0.00,932.36,0.00
15/08/2011,-37.8764,139.8181,0.00,837.63,"1,675.27"
15/08/2011,-37.8677,139.8136,0.00,"7,789.07","5,841.80"
16/08/2011,-36.0524,135.6864,0.00,"1,044.39","3,133.18"
16/08/2011,-36.0455,135.6857,0.00,"3,069.63",0.00
16/08/2011,-36.0362,135.6764,0.00,0.00,0.00
17/08/2011,-35.4797,132.1763,0.00,777.52,"1,555.05"
17/08/2011,-35.4777,132.1626,0.00,0.00,0.00
17/08/2011,-35.4756,132.1486,0.00,0.00,"1,380.26"
18/08/2011,-35.0721,127.2582,0.00,0.00,0.00
18/08/2011,-35.0723,127.2351,0.00,0.00,0.00
18/08/2011,-35.0729,127.2253,0.00,0.00,0.00
19/08/2011,-34.6047,121.8150,0.00,0.00,0.00
19/08/2011,-34.6069,121.8093,0.00,0.00,"1,604.59"
19/08/2011,-34.6099,121.7970,0.00,0.00,"1,098.42"
20/08/2011,-35.3157,118.6200,0.00,0.00,"1,541.77"
20/08/2011,-35.3172,118.6137,0.00,0.00,0.00
20/08/2011,-35.3183,118.6074,0.00,0.00,"2,852.58"
22/08/2011,-33.1157,114.4810,0.00,889.38,0.00
22/08/2011,-33.1200,114.4594,0.00,0.00,0.00
22/08/2011,-33.1238,114.4373,0.00,0.00,458.37
11/4/2012,-41.8951,148.4559,0.00,708.24,0.00
11/4/2012,-41.8806,148.4923,0.00,"2,049.64",683.21
11/4/2012,-41.8728,148.5091,0.00,"1,570.48",785.24
12/4/2012,-39.6546,148.8843,0.00,0.00,0.00
12/4/2012,-39.6467,148.8677,0.00,0.00,0.00
12/4/2012,-39.6342,148.8566,0.00,0.00,0.00
13/04/2012,-37.6376,150.3985,0.00,"3,184.84",636.97
13/04/2012,-37.6223,150.4009,0.00,"2,649.17",662.29
13/04/2012,-37.6080,150.4028,0.00,709.78,"2,129.33"
13/04/2012,-35.4004,150.8417,0.00,"5,976.81","2,390.72"
13/04/2012,-35.3924,150.8461,0.00,"17,189.68","1,145.98"
13/04/2012,-35.3842,150.8507,0.00,"4,208.68","2,104.34"
14/04/2012,-33.8782,152.0069,0.00,"1,934.83",967.42
14/04/2012,-33.8716,152.0142,0.00,"6,139.56","1,227.91"
14/04/2012,-33.8659,152.0208,0.00,"3,858.64",0.00
15/04/2012,-33.1692,152.6955,0.00,"4,775.65","1,193.91"
15/04/2012,-33.1646,152.7014,"1,738.17","17,381.70",0.00
15/04/2012,-33.1609,152.7061,"3,713.83","27,853.71","1,856.91"
15/04/2012,-31.0332,153.3714,0.00,976.80,976.80
15/04/2012,-31.0353,153.3628,0.00,"1,911.32","1,911.32"
15/04/2012,-31.0353,153.3573,0.00,"4,401.38",0.00
16/04/2012,-28.3415,153.9219,0.00,"9,991.34",0.00
16/04/2012,-28.3396,153.9234,0.00,"21,041.02",0.00
16/04/2012,-28.3363,153.9244,0.00,"29,908.75","2,718.98"
17/04/2012,-26.7254,153.3785,0.00,"7,065.71",0.00
17/04/2012,-26.7152,153.3799,865.62,"3,462.48",0.00
17/04/2012,-26.7040,153.3803,0.00,"6,168.35",0.00
4/5/2012,-24.9128,155.2055,0.00,743.05,0.00
4/5/2012,-24.9225,155.1969,0.00,0.00,0.00
4/5/2012,-24.9395,155.1771,0.00,0.00,0.00
6/5/2012,-23.8691,162.3485,0.00,"4,862.96",972.59
6/5/2012,-23.8667,162.3655,0.00,"6,998.85",699.88
6/5/2012,-23.8643,162.3813,629.74,"8,186.56","1,259.47"
7/5/2012,-23.2120,166.6269,0.00,615.95,0.00
7/5/2012,-23.2089,166.6428,0.00,0.00,0.00
7/5/2012,-23.2058,166.6593,0.00,0.00,0.00
8/5/2012,-21.7654,170.6294,0.00,624.34,624.34
8/5/2012,-21.7565,170.6449,551.22,"5,512.17","2,756.09"
8/5/2012,-21.7469,170.6615,0.00,"1,667.23","4,445.96"
7/6/2012,-18.5685,176.5024,828.74,"31,492.07","16,574.77"
7/6/2012,-18.5777,176.4901,0.00,"5,501.14","2,357.63"
7/6/2012,-18.5851,176.4799,0.00,"2,504.46",834.82
7/6/2012,-19.9823,174.9867,0.00,"7,422.71","2,226.81"
7/6/2012,-19.9931,174.9779,0.00,"6,768.23",752.03
7/6/2012,-20.0037,174.9692,0.00,"3,789.59",0.00
8/6/2012,-21.2832,173.5759,0.00,946.73,0.00
8/6/2012,-21.2887,173.5634,0.00,802.09,0.00
8/6/2012,-21.2977,173.5556,0.00,"1,311.36",0.00
8/6/2012,-22.5974,172.1044,0.00,"1,287.82","1,287.82"
8/6/2012,-22.6026,172.0898,0.00,729.39,"2,188.17"
8/6/2012,-22.6078,172.0762,0.00,"2,805.71",701.43
9/6/2012,-23.7533,170.5329,0.00,0.00,0.00
9/6/2012,-23.7615,170.5216,0.00,0.00,0.00
9/6/2012,-23.7698,170.5103,0.00,0.00,0.00
9/6/2012,-25.0757,168.7064,0.00,706.36,"1,412.72"
9/6/2012,-25.0842,168.6944,0.00,0.00,0.00
9/6/2012,-25.0929,168.6825,0.00,0.00,0.00
10/6/2012,-26.2890,167.0086,0.00,711.53,711.53
10/6/2012,-26.2961,166.9962,0.00,0.00,764.53
10/6/2012,-26.3028,166.9834,0.00,729.64,0.00
10/6/2012,-27.5323,165.1923,0.00,711.66,0.00
10/6/2012,-27.5442,165.1843,0.00,703.91,"1,407.82"
10/6/2012,-27.5561,165.1763,0.00,0.00,697.16
15/06/2012,-35.6490,155.0695,0.00,652.38,0.00
15/06/2012,-35.6615,155.0586,0.00,0.00,0.00
15/06/2012,-35.6732,155.0482,0.00,0.00,0.00
15/06/2012,-37.3779,153.5364,0.00,"3,595.34",0.00
15/06/2012,-37.3894,153.5260,688.91,"6,889.05","2,066.72"
15/06/2012,-37.4107,153.5144,927.72,"6,494.05",927.72
16/06/2012,-42.2860,148.9709,0.00,"4,592.44",918.49
16/06/2012,-42.2972,148.9603,0.00,922.26,922.26
16/06/2012,-42.3087,148.9488,0.00,0.00,0.00
17/06/2012,-42.8277,148.4480,0.00,825.84,825.84
17/06/2012,-42.8371,148.4349,0.00,"1,525.02","1,525.02"
17/06/2012,-42.8448,148.4211,0.00,"2,289.16",0.00
26/07/2012,-16.5692,145.7482,0.00,"2,056.70",0.00
26/07/2012,-16.5523,145.7586,"1,240.89","2,895.40",413.63
26/07/2012,-16.5347,145.7419,0.00,"3,921.57",0.00
27/07/2012,-15.0181,145.3881,0.00,"2,304.10",0.00
27/07/2012,-14.9985,145.3829,0.00,"3,879.10","1,293.03"
27/07/2012,-14.9792,145.3785,0.00,"12,070.31","1,448.44"
27/07/2012,-13.6473,144.0824,0.00,"2,398.55",0.00
27/07/2012,-13.6320,144.0713,0.00,478.31,478.31
27/07/2012,-13.6168,144.0593,0.00,"1,831.89",0.00
28/07/2012,-12.0222,143.2742,559.89,"7,278.56","1,119.78"
28/07/2012,-12.0031,143.2817,0.00,"2,870.35",717.59
28/07/2012,-11.9875,143.2887,940.08,"5,640.48",0.00
