,Unnamed: 0,Day,Month,Year,Latitude,Longitude,X..km2,Total.Wieght..g..km.2,Source,Mesh.Size,Notes,CutOff,TopLim,Microplastics...km.2,Macroplastics....km.2,Microplastics.Weight..g...km.2,Macroplastics.Weight..g...km.2,Ship,CruiseNo,CruiseNoCode,StationNo,TimeLocal,TimeLocalFormatted,MonthUTC,DayUTC,YearUTC,TowAreaM2,CountPlasticFragments,CountPlasticPellets,CountTotalPlastics,FragmentDensityNoSqKm,PelletDensityNoSqKm,u10Mps,v10Mps,count_total
1152,1153,13.0,4.0,2012,-37.6223,150.4009,3311.46,0.0,J. Reisser,335.0,Corrected,4750.0,,2649.17,662.29,0.0,0.0,,,,,,,,,,,,,,,,,,3311.46
1153,1154,17.0,8.0,2012,-18.9851,118.2031,4395.49,0.0,J. Reisser,335.0,Corrected,4750.0,,2747.18,1648.31,0.0,0.0,,,,,,,,,,,,,,,,,,4395.49
1154,1155,8.0,6.0,2012,-22.6078,172.0762,3507.14,0.0,J. Reisser,335.0,Corrected,4750.0,,2805.71,701.43,0.0,0.0,,,,,,,,,,,,,,,,,,3507.14
1155,1156,3.0,9.0,2013,-18.7301,118.7413,3938.08,0.0,J. Reisser,335.0,Corrected,4750.0,,3375.5,562.58,0.0,0.0,,,,,,,,,,,,,,,,,,3938.08
1156,1157,28.0,7.0,2012,-12.0031,143.2817,3587.94,0.0,J. Reisser,335.0,Corrected,4750.0,,2870.35,717.59,0.0,0.0,,,,,,,,,,,,,,,,,,3587.94
1157,1158,26.0,7.0,2012,-16.5523,145.7586,4549.92,0.0,J. Reisser,335.0,Corrected,4750.0,,4136.29,413.63,0.0,0.0,,,,,,,,,,,,,,,,,,4549.92
1158,1159,13.0,8.0,2011,-41.9183,144.539,6078.98,0.0,J. Reisser,335.0,Corrected,4750.0,,3039.49,3039.49,0.0,0.0,,,,,,,,,,,,,,,,,,6078.98
1159,1160,16.0,8.0,2011,-36.0455,135.6857,3069.63,0.0,J. Reisser,335.0,Corrected,4750.0,,3069.63,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3069.63
1160,1161,13.0,4.0,2012,-37.6376,150.3985,3821.81,0.0,J. Reisser,335.0,Corrected,4750.0,,3184.84,636.97,0.0,0.0,,,,,,,,,,,,,,,,,,3821.8100000000004
1161,1162,12.0,6.0,2011,-40.6433,155.8671,3254.64,0.0,J. Reisser,335.0,Corrected,4750.0,,3254.64,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3254.64
1162,1163,17.0,8.0,2012,-19.4277,115.961,4048.28,0.0,J. Reisser,335.0,Corrected,4750.0,,3373.57,674.71,0.0,0.0,,,,,,,,,,,,,,,,,,4048.28
1163,1164,17.0,8.0,2012,-19.43,115.9255,3401.79,0.0,J. Reisser,335.0,Corrected,4750.0,,3401.79,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3401.79
1164,1165,17.0,4.0,2012,-26.7152,153.3799,4328.1,0.0,J. Reisser,335.0,Corrected,4750.0,,4328.1,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,4328.1
1165,1166,25.0,8.0,2012,-21.819,113.9455,3463.93,0.0,J. Reisser,335.0,Corrected,4750.0,,3463.93,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3463.93
1166,1167,28.0,7.0,2012,-10.7537,142.3313,3937.92,0.0,J. Reisser,335.0,Corrected,4750.0,,3500.37,437.55,0.0,0.0,,,,,,,,,,,,,,,,,,3937.92
1167,1168,15.0,6.0,2012,-37.3779,153.5364,3595.34,0.0,J. Reisser,335.0,Corrected,4750.0,,3595.34,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3595.34
1168,1169,7.0,6.0,2012,-20.0037,174.9692,3789.59,0.0,J. Reisser,335.0,Corrected,4750.0,,3789.59,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3789.59
1169,1170,14.0,4.0,2012,-33.8659,152.0208,3858.64,0.0,J. Reisser,335.0,Corrected,4750.0,,3858.64,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3858.64
1170,1171,27.0,7.0,2012,-14.9985,145.3829,5172.13,0.0,J. Reisser,335.0,Corrected,4750.0,,3879.1,1293.03,0.0,0.0,,,,,,,,,,,,,,,,,,5172.13
1171,1172,26.0,7.0,2012,-16.5347,145.7419,3921.57,0.0,J. Reisser,335.0,Corrected,4750.0,,3921.57,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3921.57
1172,1173,19.0,8.0,2012,-20.0659,116.3518,7269.92,0.0,J. Reisser,335.0,Corrected,4750.0,,4154.24,3115.68,0.0,0.0,,,,,,,,,,,,,,,,,,7269.92
1173,1174,13.0,4.0,2012,-35.3842,150.8507,6313.02,0.0,J. Reisser,335.0,Corrected,4750.0,,4208.68,2104.34,0.0,0.0,,,,,,,,,,,,,,,,,,6313.02
1174,1175,15.0,4.0,2012,-31.0353,153.3573,4401.38,0.0,J. Reisser,335.0,Corrected,4750.0,,4401.38,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,4401.38
1175,1176,19.0,8.0,2012,-20.0612,116.3759,7748.77,0.0,J. Reisser,335.0,Corrected,4750.0,,4981.35,2767.42,0.0,0.0,,,,,,,,,,,,,,,,,,7748.77
1176,1177,16.0,6.0,2012,-42.286,148.9709,5510.93,0.0,J. Reisser,335.0,Corrected,4750.0,,4592.44,918.49,0.0,0.0,,,,,,,,,,,,,,,,,,5510.929999999999
1177,1178,15.0,4.0,2012,-33.1692,152.6955,5969.56,0.0,J. Reisser,335.0,Corrected,4750.0,,4775.65,1193.91,0.0,0.0,,,,,,,,,,,,,,,,,,5969.5599999999995
1178,1179,6.0,5.0,2012,-23.8691,162.3485,5835.55,0.0,J. Reisser,335.0,Corrected,4750.0,,4862.96,972.59,0.0,0.0,,,,,,,,,,,,,,,,,,5835.55
1179,1180,7.0,6.0,2012,-18.5777,176.4901,7858.77,0.0,J. Reisser,335.0,Corrected,4750.0,,5501.14,2357.63,0.0,0.0,,,,,,,,,,,,,,,,,,7858.77
1180,1181,8.0,5.0,2012,-21.7565,170.6449,8819.48,0.0,J. Reisser,335.0,Corrected,4750.0,,6063.39,2756.09,0.0,0.0,,,,,,,,,,,,,,,,,,8819.48
1181,1182,28.0,7.0,2012,-11.9875,143.2887,6580.56,0.0,J. Reisser,335.0,Corrected,4750.0,,6580.56,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,6580.56
1182,1183,13.0,4.0,2012,-35.4004,150.8417,8367.53,0.0,J. Reisser,335.0,Corrected,4750.0,,5976.81,2390.72,0.0,0.0,,,,,,,,,,,,,,,,,,8367.53
1183,1184,14.0,4.0,2012,-33.8716,152.0142,7367.47,0.0,J. Reisser,335.0,Corrected,4750.0,,6139.56,1227.91,0.0,0.0,,,,,,,,,,,,,,,,,,7367.47
1184,1185,17.0,4.0,2012,-26.704,153.3803,6168.35,0.0,J. Reisser,335.0,Corrected,4750.0,,6168.35,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,6168.35
1185,1186,4.0,9.0,2013,-17.6461,120.1562,7566.11,0.0,J. Reisser,335.0,Corrected,4750.0,,6305.09,1261.02,0.0,0.0,,,,,,,,,,,,,,,,,,7566.110000000001
1186,1187,15.0,6.0,2012,-37.4107,153.5144,8349.49,0.0,J. Reisser,335.0,Corrected,4750.0,,7421.77,927.72,0.0,0.0,,,,,,,,,,,,,,,,,,8349.49
1187,1188,7.0,6.0,2012,-19.9931,174.9779,7520.26,0.0,J. Reisser,335.0,Corrected,4750.0,,6768.23,752.03,0.0,0.0,,,,,,,,,,,,,,,,,,7520.259999999999
1188,1189,12.0,8.0,2011,-43.5637,145.7829,9072.04,0.0,J. Reisser,335.0,Corrected,4750.0,,6804.03,2268.01,0.0,0.0,,,,,,,,,,,,,,,,,,9072.04
1189,1190,15.0,6.0,2012,-37.3894,153.526,9644.68,0.0,J. Reisser,335.0,Corrected,4750.0,,7577.96,2066.72,0.0,0.0,,,,,,,,,,,,,,,,,,9644.68
1190,1191,6.0,5.0,2012,-23.8667,162.3655,7698.73,0.0,J. Reisser,335.0,Corrected,4750.0,,6998.85,699.88,0.0,0.0,,,,,,,,,,,,,,,,,,7698.7300000000005
1191,1192,17.0,4.0,2012,-26.7254,153.3785,7065.71,0.0,J. Reisser,335.0,Corrected,4750.0,,7065.71,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,7065.71
1192,1193,28.0,7.0,2012,-12.0222,143.2742,8958.23,0.0,J. Reisser,335.0,Corrected,4750.0,,7838.45,1119.78,0.0,0.0,,,,,,,,,,,,,,,,,,8958.23
1193,1194,7.0,6.0,2012,-19.9823,174.9867,9649.52,0.0,J. Reisser,335.0,Corrected,4750.0,,7422.71,2226.81,0.0,0.0,,,,,,,,,,,,,,,,,,9649.52
1194,1195,15.0,8.0,2011,-37.8677,139.8136,13630.87,0.0,J. Reisser,335.0,Corrected,4750.0,,7789.07,5841.8,0.0,0.0,,,,,,,,,,,,,,,,,,13630.869999999999
1195,1196,25.0,8.0,2012,-21.8401,113.9183,12845.81,0.0,J. Reisser,335.0,Corrected,4750.0,,8113.14,4732.67,0.0,0.0,,,,,,,,,,,,,,,,,,12845.810000000001
1196,1197,6.0,5.0,2012,-23.8643,162.3813,10075.77,0.0,J. Reisser,335.0,Corrected,4750.0,,8816.3,1259.47,0.0,0.0,,,,,,,,,,,,,,,,,,10075.769999999999
1197,1198,16.0,4.0,2012,-28.3415,153.9219,9991.34,0.0,J. Reisser,335.0,Corrected,4750.0,,9991.34,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,9991.34
1198,1199,27.0,7.0,2012,-14.9792,145.3785,13518.75,0.0,J. Reisser,335.0,Corrected,4750.0,,12070.31,1448.44,0.0,0.0,,,,,,,,,,,,,,,,,,13518.75
1199,1200,12.0,8.0,2011,-43.57,145.7886,29596.7,0.0,J. Reisser,335.0,Corrected,4750.0,,17075.02,12521.68,0.0,0.0,,,,,,,,,,,,,,,,,,29596.7
1200,1201,13.0,4.0,2012,-35.3924,150.8461,18335.66,0.0,J. Reisser,335.0,Corrected,4750.0,,17189.68,1145.98,0.0,0.0,,,,,,,,,,,,,,,,,,18335.66
1201,1202,15.0,4.0,2012,-33.1646,152.7014,19119.87,0.0,J. Reisser,335.0,Corrected,4750.0,,19119.87,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,19119.87
1202,1203,16.0,4.0,2012,-28.3396,153.9234,21041.02,0.0,J. Reisser,335.0,Corrected,4750.0,,21041.02,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,21041.02
1203,1204,13.0,8.0,2011,-41.9208,144.5409,24239.35,0.0,J. Reisser,335.0,Corrected,4750.0,,21546.09,2693.26,0.0,0.0,,,,,,,,,,,,,,,,,,24239.35
1204,1205,12.0,8.0,2011,-43.5753,145.7961,32163.27,0.0,J. Reisser,335.0,Corrected,4750.0,,22973.76,9189.51,0.0,0.0,,,,,,,,,,,,,,,,,,32163.269999999997
1205,1206,15.0,4.0,2012,-33.1609,152.7061,33424.45,0.0,J. Reisser,335.0,Corrected,4750.0,,31567.54,1856.91,0.0,0.0,,,,,,,,,,,,,,,,,,33424.450000000004
1206,1207,16.0,4.0,2012,-28.3363,153.9244,32627.73,0.0,J. Reisser,335.0,Corrected,4750.0,,29908.75,2718.98,0.0,0.0,,,,,,,,,,,,,,,,,,32627.73
1207,1208,19.0,8.0,2012,-20.0718,116.337,39240.65,0.0,J. Reisser,335.0,Corrected,4750.0,,34047.03,5193.62,0.0,0.0,,,,,,,,,,,,,,,,,,39240.65
1208,1209,7.0,6.0,2012,-18.5685,176.5024,48895.58,0.0,J. Reisser,335.0,Corrected,4750.0,,32320.81,16574.77,0.0,0.0,,,,,,,,,,,,,,,,,,48895.58
1209,1210,4.0,9.0,2013,-17.6541,120.1444,57109.42,0.0,J. Reisser,335.0,Corrected,4750.0,,51537.77,5571.65,0.0,0.0,,,,,,,,,,,,,,,,,,57109.42
1210,1211,4.0,9.0,2013,-17.663,120.1319,220299.84,0.0,J. Reisser,335.0,Corrected,4750.0,,180863.45,39436.39,0.0,0.0,,,,,,,,,,,,,,,,,,220299.84000000003
1244,1245,3.0,9.0,2010,-17.887,-25.086,1816.8,1.09,M. Eriksen,335.0,Corrected,4750.0,,1816.8,0.0,1.09,0.0,,,,,,,,,,,,,,,,,,1816.8
1245,1246,28.0,3.0,2011,-33.1342,-81.2382,1090.16,0.33,M. Eriksen,335.0,Corrected,4750.0,,1090.16,0.0,0.33,0.0,,,,,,,,,,,,,,,,,,1090.16
1246,1247,28.0,3.0,2011,-33.1071,-82.387,0.0,0.0,M. Eriksen,335.0,Corrected,4750.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0
1247,1248,29.0,3.0,2011,-33.0195,-83.4213,0.0,0.0,M. Eriksen,335.0,Corrected,4750.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0
1248,1249,30.0,3.0,2011,-32.7309,-86.3835,1858.23,1.48,M. Eriksen,335.0,Corrected,4750.0,,1486.58,371.65,0.74,0.74,,,,,,,,,,,,,,,,,,1858.23
1249,1250,30.0,3.0,2011,-32.5685,-87.4243,1168.03,1.17,M. Eriksen,335.0,Corrected,4750.0,,1168.03,0.0,1.17,0.0,,,,,,,,,,,,,,,,,,1168.03
1250,1251,17.0,4.0,2011,-26.3318,-115.7358,527.5,8.44,M. Eriksen,335.0,Corrected,4750.0,,0.0,527.5,0.0,8.44,,,,,,,,,,,,,,,,,,527.5
1251,1252,21.0,2.0,2011,-39.6298,-76.9828,750.64,0.27,M. Eriksen,335.0,Corrected,4750.0,,750.64,0.0,0.27,0.0,,,,,,,,,,,,,,,,,,750.64
1252,1253,27.0,5.0,2013,5.6347,83.1362,1817.53,0.02,M. Eriksen,335.0,Corrected,4750.0,,1817.53,0.0,0.02,0.0,,,,,,,,,,,,,,,,,,1817.53
1253,1254,29.0,5.0,2013,6.2427,87.6247,655.26,1.44,M. Eriksen,335.0,Corrected,4750.0,,655.26,0.0,1.44,0.0,,,,,,,,,,,,,,,,,,655.26
1254,1255,29.0,5.0,2013,6.1637,86.9385,480.2,0.26,M. Eriksen,335.0,Corrected,4750.0,,480.2,0.0,0.26,0.0,,,,,,,,,,,,,,,,,,480.2
1255,1256,30.0,5.0,2013,6.4692,89.3732,832.88,8.64,M. Eriksen,335.0,Corrected,4750.0,,832.88,0.0,8.64,0.0,,,,,,,,,,,,,,,,,,832.88
1256,1257,31.0,5.0,2013,6.6318,90.5578,1162.6,0.32,M. Eriksen,335.0,Corrected,4750.0,,1162.6,0.0,0.32,0.0,,,,,,,,,,,,,,,,,,1162.6
1257,1258,2.0,6.0,2013,6.5455,93.681,5453.0,0.58,M. Eriksen,335.0,Corrected,4750.0,,5453.0,0.0,0.58,0.0,,,,,,,,,,,,,,,,,,5453.0
1258,1259,8.0,5.0,2012,15.7937,159.2056,1798.64,0.36,M. Eriksen,335.0,Corrected,4750.0,,359.73,1438.91,0.0,0.36,,,,,,,,,,,,,,,,,,1798.64
1259,1260,8.0,5.0,2012,16.4507,158.5566,387.59,3.29,M. Eriksen,335.0,Corrected,4750.0,,387.59,0.0,3.29,0.0,,,,,,,,,,,,,,,,,,387.59
1260,1261,25.0,2.0,2011,-34.1697,-73.0895,406.98,0.96,M. Eriksen,335.0,Corrected,4750.0,,406.98,0.0,0.96,0.0,,,,,,,,,,,,,,,,,,406.98
1261,1262,4.0,9.0,2010,-16.2435,-22.5333,1844.88,7.8,M. Eriksen,335.0,Corrected,4750.0,,1509.45,335.43,3.29,4.51,,,,,,,,,,,,,,,,,,1844.88
1262,1263,30.0,5.0,2013,6.4225,88.7502,867.22,0.12,M. Eriksen,335.0,Corrected,4750.0,,867.22,0.0,0.12,0.0,,,,,,,,,,,,,,,,,,867.22
1263,1264,3.0,9.0,2010,-18.615,-26.1638,778.68,1.97,M. Eriksen,335.0,Corrected,4750.0,,778.68,0.0,1.97,0.0,,,,,,,,,,,,,,,,,,778.68
1264,1265,18.0,4.0,2011,-26.0652,-118.5125,598.99,2.99,M. Eriksen,335.0,Corrected,4750.0,,598.99,0.0,2.99,0.0,,,,,,,,,,,,,,,,,,598.99
1265,1266,29.0,3.0,2011,-32.9105,-84.4851,605.65,2.73,M. Eriksen,335.0,Corrected,4750.0,,605.65,0.0,2.73,0.0,,,,,,,,,,,,,,,,,,605.65
1266,1267,27.0,5.0,2013,5.7087,83.7122,2565.56,2.01,M. Eriksen,335.0,Corrected,4750.0,,2565.56,0.0,2.01,0.0,,,,,,,,,,,,,,,,,,2565.56
1267,1268,28.0,5.0,2013,5.8953,85.0038,656.04,11.46,M. Eriksen,335.0,Corrected,4750.0,,656.04,0.0,11.46,0.0,,,,,,,,,,,,,,,,,,656.04
1268,1269,16.0,4.0,2011,-26.5353,-114.8312,1104.9,2.43,M. Eriksen,335.0,Corrected,4750.0,,662.94,441.96,1.77,0.66,,,,,,,,,,,,,,,,,,1104.9
1269,1270,31.0,3.0,2011,-32.2052,-89.4267,1978.12,3.28,M. Eriksen,335.0,Corrected,4750.0,,1582.5,395.62,1.7,1.58,,,,,,,,,,,,,,,,,,1978.12
1270,1271,3.0,6.0,2013,6.9277,95.3367,2443.26,4.27,M. Eriksen,335.0,Corrected,4750.0,,2443.26,0.0,4.27,0.0,,,,,,,,,,,,,,,,,,2443.26
1271,1272,30.0,3.0,2011,-32.8038,-86.2393,2044.05,10.63,M. Eriksen,335.0,Corrected,4750.0,,817.62,1226.43,1.23,9.4,,,,,,,,,,,,,,,,,,2044.0500000000002
1272,1273,27.0,1.0,2011,-57.7642,-67.0034,955.79,0.55,M. Eriksen,335.0,Corrected,4750.0,,955.79,0.0,0.55,0.0,,,,,,,,,,,,,,,,,,955.79
1273,1274,15.0,1.0,2011,-19.1813,-5.9712,3366.67,6.73,M. Eriksen,335.0,Corrected,4750.0,,2885.72,480.95,4.33,2.4,,,,,,,,,,,,,,,,,,3366.6699999999996
1274,1275,20.0,4.0,2011,-25.2705,-123.2543,1442.86,1.87,M. Eriksen,335.0,Corrected,4750.0,,1442.86,0.0,1.87,0.0,,,,,,,,,,,,,,,,,,1442.86
1275,1276,2.0,6.0,2013,6.6995,94.1268,1804.62,0.29,M. Eriksen,335.0,Corrected,4750.0,,1804.62,0.0,0.29,0.0,,,,,,,,,,,,,,,,,,1804.62
1276,1277,26.0,2.0,2011,-33.6899,-72.0005,1559.39,6.71,M. Eriksen,335.0,Corrected,4750.0,,1247.51,311.88,0.47,6.24,,,,,,,,,,,,,,,,,,1559.3899999999999
1277,1278,4.0,6.0,2013,7.0105,96.298,2298.8,2.72,M. Eriksen,335.0,Corrected,4750.0,,2298.8,0.0,2.72,0.0,,,,,,,,,,,,,,,,,,2298.8
1278,1279,12.0,5.0,2012,21.5837,155.3391,1943.14,7.91,M. Eriksen,335.0,Corrected,4750.0,,1943.14,0.0,7.91,0.0,,,,,,,,,,,,,,,,,,1943.14
1279,1280,28.0,5.0,2013,5.9693,85.7022,2114.02,1.3,M. Eriksen,335.0,Corrected,4750.0,,2114.02,0.0,1.3,0.0,,,,,,,,,,,,,,,,,,2114.02
1280,1281,12.0,1.0,2010,24.3576,-62.8129,2215.21,22.55,M. Eriksen,335.0,Corrected,4750.0,,1510.37,704.84,8.96,13.59,,,,,,,,,,,,,,,,,,2215.21
1281,1282,1.0,4.0,2011,-31.8065,-91.3445,1533.04,1.02,M. Eriksen,335.0,Corrected,4750.0,,1533.04,0.0,1.02,0.0,,,,,,,,,,,,,,,,,,1533.04
1282,1283,2.0,4.0,2011,-31.1743,-94.3172,2555.07,13.6,M. Eriksen,335.0,Corrected,4750.0,,2299.56,255.51,9.0,4.6,,,,,,,,,,,,,,,,,,2555.0699999999997
1283,1284,16.0,4.0,2011,-26.6027,-113.8575,1846.24,4.69,M. Eriksen,335.0,Corrected,4750.0,,1582.49,263.75,2.32,2.37,,,,,,,,,,,,,,,,,,1846.24
1284,1285,13.0,1.0,2010,24.7657,-62.7221,2391.41,13.45,M. Eriksen,335.0,Corrected,4750.0,,2013.82,377.59,5.52,7.93,,,,,,,,,,,,,,,,,,2391.41
1285,1286,24.0,11.0,2010,-31.8705,-20.748,3015.82,23.78,M. Eriksen,335.0,Corrected,4750.0,,2647.22,368.6,11.21,12.57,,,,,,,,,,,,,,,,,,3015.8199999999997
1286,1287,3.0,6.0,2013,6.854,94.8588,15334.33,8.9,M. Eriksen,335.0,Corrected,4750.0,,15334.33,0.0,8.9,0.0,,,,,,,,,,,,,,,,,,15334.33
1287,1288,10.0,5.0,2012,32.8112,156.4986,1877.65,21.62,M. Eriksen,335.0,Corrected,4750.0,,1877.65,0.0,21.62,0.0,,,,,,,,,,,,,,,,,,1877.65
1288,1289,19.0,4.0,2011,-25.5538,-122.2008,2830.23,1.38,M. Eriksen,335.0,Corrected,4750.0,,1886.82,943.41,0.75,0.63,,,,,,,,,,,,,,,,,,2830.23
1289,1290,18.0,11.0,2010,-26.7957,-29.097,2369.91,19.17,M. Eriksen,335.0,Corrected,4750.0,,2369.91,0.0,19.17,0.0,,,,,,,,,,,,,,,,,,2369.91
1290,1291,10.0,11.0,2010,-26.4261,-41.0363,2819.38,6.88,M. Eriksen,335.0,Corrected,4750.0,,1973.57,845.81,5.47,1.41,,,,,,,,,,,,,,,,,,2819.38
1291,1292,19.0,3.0,2010,-26.5485,106.8701,5045.88,9.39,M. Eriksen,335.0,Corrected,4750.0,,4905.72,140.16,6.59,2.8,,,,,,,,,,,,,,,,,,5045.88
1292,1293,31.0,1.0,2010,30.073,-58.7081,3098.93,40.78,M. Eriksen,335.0,Corrected,4750.0,,2727.06,371.87,26.28,14.5,,,,,,,,,,,,,,,,,,3098.93
1293,1294,14.0,1.0,2010,26.0914,-61.7168,2463.15,12.97,M. Eriksen,335.0,Corrected,4750.0,,2111.27,351.88,4.52,8.45,,,,,,,,,,,,,,,,,,2463.15
1294,1295,19.0,4.0,2011,-25.8596,-121.3422,4088.1,1.01,M. Eriksen,335.0,Corrected,4750.0,,4088.1,0.0,1.01,0.0,,,,,,,,,,,,,,,,,,4088.1
1295,1296,2.0,9.0,2010,-20.8268,-28.2509,3502.53,10.99,M. Eriksen,335.0,Corrected,4750.0,,3502.53,0.0,10.99,0.0,,,,,,,,,,,,,,,,,,3502.53
1296,1297,16.0,4.0,2011,-26.6982,-112.871,2791.88,18.33,M. Eriksen,335.0,Corrected,4750.0,,2791.88,0.0,18.33,0.0,,,,,,,,,,,,,,,,,,2791.88
1297,1298,18.0,11.0,2010,-26.6971,-28.091,3023.14,133.77,M. Eriksen,335.0,Corrected,4750.0,,2473.48,549.66,18.48,115.29,,,,,,,,,,,,,,,,,,3023.14
1298,1299,11.0,11.0,2010,-26.1893,-38.7646,3522.06,37.31,M. Eriksen,335.0,Corrected,4750.0,,3018.91,503.15,11.47,25.84,,,,,,,,,,,,,,,,,,3522.06
1299,1300,21.0,11.0,2010,-29.5155,-24.6103,3270.48,47.74,M. Eriksen,335.0,Corrected,4750.0,,3270.48,0.0,47.74,0.0,,,,,,,,,,,,,,,,,,3270.48
1300,1301,23.0,11.0,2010,-30.6643,-22.6652,3543.02,107.11,M. Eriksen,335.0,Corrected,4750.0,,2725.4,817.62,34.07,73.04,,,,,,,,,,,,,,,,,,3543.02
1301,1302,28.0,1.0,2011,-33.9352,-35.503,3543.02,74.94,M. Eriksen,335.0,Corrected,4750.0,,3270.48,272.54,14.71,60.23,,,,,,,,,,,,,,,,,,3543.02
1302,1303,8.0,5.0,2012,15.2175,159.9003,3327.55,33.83,M. Eriksen,335.0,Corrected,4750.0,,2772.96,554.59,17.19,16.64,,,,,,,,,,,,,,,,,,3327.55
1303,1304,1.0,9.0,2010,-22.297,-29.2472,4905.73,112.13,M. Eriksen,335.0,Corrected,4750.0,,3854.5,1051.23,23.13,89.0,,,,,,,,,,,,,,,,,,4905.73
1304,1305,4.0,6.0,2013,7.2808,96.8997,3565.72,3.3,M. Eriksen,335.0,Corrected,4750.0,,3565.72,0.0,3.3,0.0,,,,,,,,,,,,,,,,,,3565.72
1305,1306,9.0,5.0,2012,17.4912,157.5383,3885.94,18.89,M. Eriksen,335.0,Corrected,4750.0,,3562.11,323.83,13.38,5.51,,,,,,,,,,,,,,,,,,3885.94
1306,1307,13.0,1.0,2010,25.3751,-62.4785,6461.55,4.87,M. Eriksen,335.0,Corrected,4750.0,,6044.68,416.87,4.45,0.42,,,,,,,,,,,,,,,,,,6461.55
1307,1308,29.0,8.0,2010,-23.729,-37.4867,5259.32,24.29,M. Eriksen,335.0,Corrected,4750.0,,5259.32,0.0,24.29,0.0,,,,,,,,,,,,,,,,,,5259.32
1308,1309,3.0,1.0,2011,-60.3388,-60.5325,39973.04,56.58,M. Eriksen,335.0,Corrected,4750.0,,39973.04,0.0,56.58,0.0,,,,,,,,,,,,,,,,,,39973.04
1309,1310,20.0,11.0,2010,-28.5773,-24.9763,4289.16,165.16,M. Eriksen,335.0,Corrected,4750.0,,3484.94,804.22,21.74,143.42,,,,,,,,,,,,,,,,,,4289.16
1310,1311,14.0,5.0,2012,25.7062,153.2397,5294.34,378.64,M. Eriksen,335.0,Corrected,4750.0,,4072.57,1221.77,49.98,328.66,,,,,,,,,,,,,,,,,,5294.34
1311,1312,13.0,11.0,2010,-25.8957,-35.3693,5886.87,18.28,M. Eriksen,335.0,Corrected,4750.0,,5232.77,654.1,7.23,11.05,,,,,,,,,,,,,,,,,,5886.870000000001
1312,1313,31.0,3.0,2011,-31.978,-90.4108,4905.72,8.84,M. Eriksen,335.0,Corrected,4750.0,,4578.67,327.05,8.19,0.65,,,,,,,,,,,,,,,,,,4905.72
1313,1314,4.0,9.0,2010,-16.9837,-23.7325,5250.27,2.42,M. Eriksen,335.0,Corrected,4750.0,,5250.27,0.0,2.42,0.0,,,,,,,,,,,,,,,,,,5250.27
1314,1315,2.0,4.0,2011,-30.9504,-95.3477,5593.37,10.2,M. Eriksen,335.0,Corrected,4750.0,,4935.33,658.04,5.92,4.28,,,,,,,,,,,,,,,,,,5593.37
1315,1316,21.0,4.0,2011,-24.4952,-126.6168,8781.86,3.48,M. Eriksen,335.0,Corrected,4750.0,,8781.86,0.0,3.48,0.0,,,,,,,,,,,,,,,,,,8781.86
1316,1317,31.0,3.0,2010,-21.2668,72.1455,5109.91,82.94,M. Eriksen,335.0,Corrected,4750.0,,4656.13,453.78,13.22,69.72,,,,,,,,,,,,,,,,,,5109.91
1317,1318,10.0,5.0,2012,19.4321,156.1433,4586.08,49.13,M. Eriksen,335.0,Corrected,4750.0,,4012.82,573.26,17.63,31.5,,,,,,,,,,,,,,,,,,4586.08
1318,1319,8.0,4.0,2011,-27.8781,-107.246,5256.14,38.57,M. Eriksen,335.0,Corrected,4750.0,,4964.13,292.01,33.61,4.96,,,,,,,,,,,,,,,,,,5256.14
1319,1320,31.0,5.0,2013,6.5213,91.1412,4196.72,11.79,M. Eriksen,335.0,Corrected,4750.0,,4196.72,0.0,11.79,0.0,,,,,,,,,,,,,,,,,,4196.72
1320,1321,18.0,4.0,2011,-26.1643,-117.5795,3936.69,27.26,M. Eriksen,335.0,Corrected,4750.0,,3633.87,302.82,26.65,0.61,,,,,,,,,,,,,,,,,,3936.69
1321,1322,19.0,11.0,2010,-27.8835,-25.8982,5407.54,43.26,M. Eriksen,335.0,Corrected,4750.0,,5191.24,216.3,32.23,11.03,,,,,,,,,,,,,,,,,,5407.54
1322,1323,16.0,1.0,2011,-20.8803,-5.9975,3956.23,61.72,M. Eriksen,335.0,Corrected,4750.0,,3692.48,263.75,17.41,44.31,,,,,,,,,,,,,,,,,,3956.23
